dt_au,rms_cqq,rms_cqp,rms_cpp
0.1,0.017302651651787217,0.018189608328825727,0.02182024077524879
0.05,0.01615933334924785,0.017983072503791393,0.015974561873378985
0.02,0.050856141050168086,0.03807714361832558,0.037006501979766925
